LicenseID,License Type,Name of Program,County,Capacity,Ages Served/FCC Classification,Initial Effective Date,StateAsOfDate,License State,Year
802569,Child Care Center,Early Childhood Development Center,Polk,43,"Infant, Toddler, Preschool, School Age",5/23/1990,5/23/1990,Active,2018
802576,Child Care Center,United Preschool,Freeborn,44,"Preschool, ",3/1/1962,3/1/1962,Active,2018
802580,Child Care Center,University Nursery School,St. Louis,85,"Infant, Toddler, Preschool, School Age",10/1/1972,10/1/1972,Active,2018
802581,Child Care Center,University of Minnesota Child Development Center,Hennepin,140,"Infant, Toddler, Preschool, ",11/27/1989,11/27/1989,Active,2018
802590,Child Care Center,Valley Preschool,Washington,20,"Preschool, School Age",9/1/1978,9/1/1978,Active,2018
802615,Child Care Center,WACS Educare and Preschool,Winona,120,"Toddler, Preschool, School Age",5/20/1987,5/20/1987,Active,2018
802628,Child Care Center,Waseca Head Start,Waseca,17,"Preschool, ",9/1/1975,9/1/1975,Active,2018
802633,Child Care Center,Wayzata Community Church Nursery School,Hennepin,116,"Toddler, Preschool, ",10/7/1954,10/7/1954,Active,2018
802642,Child Care Center,Li'l Lumberjacks' Learning Center,Carlton,74,"Infant, Toddler, Preschool, School Age",9/10/1990,9/10/1990,Active,2018
802645,Child Care Center,St. John's Wee Care Learning Center,Olmsted,40,"Preschool, ",9/9/1983,9/9/1983,Active,2018
802654,Child Care Center,Wee Pals Child Care Center,Steele,106,"Infant, Toddler, Preschool, School Age",9/14/1970,11/4/2016,Active,2018
802679,Child Care Center,Westwood Early Childhood Center,Hennepin,95,"Infant, Toddler, Preschool, School Age",1/10/1984,1/10/1984,Active,2018
802680,Child Care Center,Fraser School,Hennepin,192,"Infant, Toddler, Preschool, ",8/31/1982,8/31/1982,Active,2018
802688,Child Care Center,Wilder Child Development Center,Ramsey,79,"Toddler, Preschool, ",6/1/1968,6/1/1968,Active,2018
802709,Child Care Center,Winona Area Learning Center,Winona,16,"Infant, Toddler, Preschool, ",4/23/1990,4/23/1990,Active,2018
802724,Child Care Center,Wonder World Preschool Inc,Murray,76,"Infant, Toddler, Preschool, School Age",11/14/1972,11/14/1972,Active,2018
802729,Child Care Center,Woodbury Lutheran Preschool,Washington,68,"Preschool, ",9/1/1976,9/1/1976,Active,2018
802732,Child Care Center,Woodbury Preschool Programs on Steepleview,Washington,106,"Infant, Toddler, Preschool, ",9/17/1973,9/17/1973,Active,2018
802734,Child Care Center,Wooddale Academy,Hennepin,230,"Infant, Toddler, Preschool, School Age",9/2/1970,9/2/1970,Active,2018
802754,Child Care Center,Woodview Terrace Montessori/ Infant and Toddler Center,Washington,74,"Infant, Toddler, Preschool, School Age",11/1/1978,11/1/1978,Active,2018
802764,Child Care Center,Y-Tots,Olmsted,18,"Preschool, ",1/1/1999,7/24/2018,Closed,2018
802768,Child Care Center,YMCA/Wee Folksgarten,Itasca,70,"Infant, Toddler, Preschool, School Age",2/9/1972,2/9/1972,Active,2018
802771,Child Care Center,Alexandria Area YMCA Center east,Douglas,136,"Infant, Toddler, Preschool, ",6/16/1986,6/16/1986,Active,2018
802778,Child Care Center,YWCA Minneapolis Childrens Center,Hennepin,147,"Infant, Toddler, Preschool, ",8/7/1970,8/7/1970,Active,2018
802784,Child Care Center,Zion Lutheran Preshool,Douglas,20,"Preschool, School Age",9/8/1972,9/8/1972,Active,2018
802785,Child Care Center,Zion Lutheran Pre-Kindergarten,Anoka,99,"Preschool, School Age",12/1/1968,12/1/1968,Active,2018
802795,Child Care Center,Trinity Children's Center,Crow Wing,63,"Infant, Toddler, Preschool, School Age",1/1/1999,1/1/1999,Active,2018
802823,Child Care Center,Ready To Grow Ready To Learn,Dakota,103,"Infant, Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
802837,Child Care Center,St Olaf Wee Learning Center,Mower,93,"Toddler, Preschool, ",4/1/1991,4/1/1991,Active,2018
802850,Child Care Center,Kid's Korner Educare,Steele,260,"Infant, Toddler, Preschool, School Age",4/1/1991,4/1/1991,Active,2018
803815,Child Care Center,"We Care Day Care, Inc.",Nobles,55,"Preschool, School Age",10/25/1974,10/25/1974,Active,2018
803870,Child Care Center,Thief River Falls Head Start,Pennington,44,"Preschool, ",1/1/1999,1/1/1999,Active,2018
803874,Child Care Center,Children's Center (The),Freeborn,48,"Infant, Toddler, Preschool, School Age",4/1/1991,4/1/1991,Active,2018
803878,Child Care Center,New Horizon Academy,Hennepin,116,"Infant, Toddler, Preschool, School Age",1/30/1991,1/30/1991,Active,2018
803886,Child Care Center,Bernie's Montessori School,Hennepin,47,"Preschool, School Age",12/4/1990,12/4/1990,Active,2018
803892,Child Care Center,New Horizon Academy,Hennepin,101,"Infant, Toddler, Preschool, School Age",1/30/1991,1/30/1991,Active,2018
803897,Child Care Center,Trinity First Lutheran Child Life Center,Hennepin,40,"Preschool, ",9/17/1990,9/17/1990,Active,2018
803898,Child Care Center,Miniapple International Montessori,Hennepin,147,"Infant, Toddler, Preschool, School Age",10/1/1990,10/1/1990,Active,2018
803901,Child Care Center,Harding Child Development Center,Ramsey,36,"Infant, Toddler, Preschool, ",9/12/1990,6/8/2018,Closed,2018
803930,Child Care Center,Anoka Child Care Center,Anoka,74,"Infant, Toddler, Preschool, School Age",5/29/1991,8/20/2018,Revoked,2018
803932,Child Care Center,Montessori Children's House,Hennepin,45,"Infant, Toddler, Preschool, School Age",6/3/1991,6/3/1991,Active,2018
803970,Child Care Center,New Horizon Academy,Hennepin,175,"Infant, Toddler, Preschool, School Age",6/13/1991,6/13/1991,Active,2018
804046,Child Care Center,King's Kids Preschool,McLeod,40,"Preschool, ",4/19/1990,4/19/1990,Active,2018
804086,Child Care Center,Eden Prairie Montessori Learning Center,Hennepin,80,"Infant, Toddler, Preschool, School Age",8/12/1991,8/12/1991,Active,2018
804098,Child Care Center,Step by Step Montessori  School of Plymouth,Hennepin,195,"Infant, Toddler, Preschool, School Age",8/14/1991,1/8/2018,Closed,2018
804104,Child Care Center,River Hills Early Childhood Center,Dakota,118,"Infant, Toddler, Preschool, School Age",9/1/1991,9/1/1991,Active,2018
804115,Child Care Center,Cobber Kids,Clay,64,"Toddler, Preschool, School Age",8/16/1991,8/16/1991,Active,2018
804129,Child Care Center,KinderCare Learning Center,Anoka,127,"Infant, Toddler, Preschool, School Age",8/26/1991,8/26/1991,Active,2018
804148,Child Care Center,Our Lady of the Lake Preschool Center,Hennepin,55,"Preschool, ",8/28/1991,8/28/1991,Active,2018
804160,Child Care Center,Step by Step Montessori School of St Anthony,Hennepin,129,"Infant, Toddler, Preschool, School Age",8/28/1991,1/8/2018,Closed,2018
804165,Child Care Center,WCCA Head Start Rogers,Hennepin,20,"Preschool, ",9/9/1991,9/9/1991,Active,2018
804169,Child Care Center,Gaetz Kiddie Kove,Stearns,59,"Infant, Toddler, Preschool, School Age",8/30/1991,8/30/1991,Active,2018
804185,Child Care Center,Maple Tree Monastery Chldcare Center (The),Ramsey,74,"Infant, Toddler, Preschool, ",9/9/1991,9/9/1991,Active,2018
804189,Child Care Center,Sunshine Preschool Inc,Washington,40,"Preschool, ",8/28/1991,8/28/1991,Active,2018
804191,Child Care Center,Berry Patch-Colonial,Hennepin,74,"Toddler, Preschool, ",9/6/1991,9/6/1991,Active,2018
804196,Child Care Center,WCCA Head Start-Delano,Wright,18,"Preschool, ",9/18/1991,9/18/1991,Active,2018
804201,Child Care Center,Frazee Head Start Center,Becker,18,"Preschool, ",9/13/1991,9/13/1991,Active,2018
804228,Child Care Center,Step by Step Montessori School of Wayzata,Hennepin,101,"Infant, Toddler, Preschool, School Age",1/1/1999,2/28/2018,Closed,2018
804236,Child Care Center,Child Care Resource & Referral Head Start,Olmsted,196,"Toddler, Preschool, ",9/30/1991,9/30/1991,Active,2018
804243,Child Care Center,Highland Park Montessori School,Ramsey,54,"Toddler, Preschool, School Age",10/4/1991,10/4/1991,Active,2018
804262,Child Care Center,Step By Step Montessori School of Southdale,Hennepin,162,"Infant, Toddler, Preschool, School Age",10/7/1991,2/13/2018,Closed,2018
804270,Child Care Center,Chisholm Head Start,St. Louis,20,"Preschool, ",11/1/1976,11/1/1976,Active,2018
804287,Child Care Center,Children's Ark Hourly Child Care Program (The),Hennepin,34,"Toddler, Preschool, School Age",10/1/1964,10/1/1964,Active,2018
804306,Child Care Center,Salvation Army CDC (The),Ramsey,94,"Toddler, Preschool, School Age",10/28/1991,10/28/1991,Active,2018
804347,Child Care Center,Kid's Haven Child Care and Preschool,Wright,372,"Infant, Toddler, Preschool, School Age",11/11/1991,11/11/1991,Active,2018
804350,Child Care Center,New Horizon Academy,Anoka,172,"Infant, Toddler, Preschool, School Age",9/30/1991,9/30/1991,Active,2018
804356,Child Care Center,Semcac Head Start-Preston,Fillmore,20,"Preschool, ",11/1/1991,11/1/1991,Active,2018
804368,Child Care Center,Noah's Ark Preschool,Anoka,76,"Preschool, ",11/13/1991,11/13/1991,Active,2018
804400,Child Care Center,Pipestone Head Start Center Peace United Methodist Church,Pipestone,20,"Preschool, ",1/11/1990,1/11/1990,Active,2018
804449,Child Care Center,Kids at Heart Child Care Center,Anoka,42,"Toddler, Preschool, School Age",1/2/1992,1/2/1992,Active,2018
804543,Child Care Center,Sunshine Tree,Steele,63,"Infant, Toddler, Preschool, School Age",1/1/1999,1/1/1999,Active,2018
804602,Child Care Center,Brainerd Head Start,Crow Wing,88,"Infant, Toddler, Preschool, ",2/27/1992,2/27/1992,Active,2018
804605,Child Care Center,South Branch Early Childhood Family Development Center,Hennepin,60,"Preschool, ",1/1/1999,1/1/1999,Active,2018
804606,Child Care Center,Fraser Early Childhood Family Development Center,Hennepin,312,"Infant, Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
804632,Child Care Center,Scandia Preschool,Washington,20,"Preschool, ",4/1/1992,4/1/1992,Active,2018
804668,Child Care Center,McKnight Early Childhood Family Development Center,Hennepin,529,"Infant, Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
804770,Child Care Center,Rocking Horse Ranch,Scott,87,"Infant, Toddler, Preschool, School Age",5/1/1992,5/1/1992,Active,2018
804779,Child Care Center,Playhouse Child Care Center,Wright,97,"Infant, Toddler, Preschool, School Age",5/26/1992,12/8/2013,Active,2018
804787,Child Care Center,Miniapple International Montessori,Washington,120,"Infant, Toddler, Preschool, School Age",6/8/1992,6/8/1992,Active,2018
804812,Child Care Center,Kids and Company Child Care Center,Anoka,24,"Preschool, School Age",6/1/1992,6/1/1992,Active,2018
804894,Child Care Center,Excelsior Covenant Preschool,Hennepin,80,"Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
804926,Child Care Center,Epiphany Preschool,Blue Earth,20,"Preschool, School Age",1/1/1999,1/1/1999,Active,2018
804938,Child Care Center,Colvill Head Start Center,Goodhue,20,"Preschool, ",1/1/1999,1/1/1999,Active,2018
804940,Child Care Center,Woodpark Montessori,Dakota,132,"Infant, Toddler, Preschool, School Age",6/21/1999,9/21/2017,Active,2018
804948,Child Care Center,Town and Country Day Care,Cottonwood,40,"Infant, Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
804965,Child Care Center,South Shore Trinity Lutheran Church Preschool,Ramsey,22,"Preschool, ",1/1/1999,1/1/1999,Active,2018
804968,Child Care Center,Crown Christian Preschool,Isanti,20,"Preschool, ",1/1/1999,1/1/1999,Active,2018
804993,Child Care Center,Kids Come 1st,Olmsted,148,"Infant, Toddler, Preschool, School Age",1/1/1999,1/1/1999,Active,2018
805043,Child Care Center,Zumbrota Head Start Center,Goodhue,20,"Preschool, ",1/1/1999,1/1/1999,Active,2018
805063,Child Care Center,Warm World Child Development Center,Washington,82,"Infant, Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
805073,Child Care Center,Park Place Early Childhood Family Development Center,Hennepin,96,"Infant, Toddler, Preschool, School Age",1/1/1999,1/1/1999,Active,2018
805514,Child Care Center,Roosevelt Head Start,Ramsey,70,"Preschool, ",1/1/1999,1/1/1999,Active,2018
805685,Child Care Center,Walker Head Start,Cass,40,"Preschool, ",2/25/1993,2/25/1993,Active,2018
805826,Child Care Center,Kinderplatz,Hennepin,128,"Infant, Toddler, Preschool, School Age",4/5/1993,4/5/1993,Active,2018
805938,Child Care Center,Little Learners' Enrichment Center,St. Louis,16,"Toddler, Preschool, School Age",5/17/1993,5/17/1993,Active,2018
805962,Child Care Center,Kinderberry Hill Child Development Center,Washington,174,"Infant, Toddler, Preschool, School Age",5/5/1993,5/5/1993,Active,2018
806087,Child Care Center,First Discoveries Preschool Center,Ramsey,88,"Preschool, ",1/1/1999,5/25/2018,Closed,2018
806113,Child Care Center,Edu-care St. Joseph School,Stearns,73,"Infant, Toddler, Preschool, School Age",7/1/1993,7/1/1993,Active,2018
806182,Child Care Center,Rosebuds Early Learning Center,Washington,20,"Infant, Toddler, Preschool, ",8/11/1993,8/11/1993,Active,2018
806196,Child Care Center,Easter Preschool,Dakota,40,"Preschool, ",9/7/1993,9/7/1993,Active,2018
806228,Child Care Center,Playhouse Child Care Center,Stearns,98,"Infant, Toddler, Preschool, School Age",8/25/1993,8/25/1993,Active,2018
806262,Child Care Center,Holy Nativity Christian Child Care Center,Hennepin,50,"Infant, Toddler, Preschool, School Age",9/10/1993,9/10/1993,Active,2018
806286,Child Care Center,Zion Lutheran Preschool,Kanabec,20,"Preschool, ",9/9/1993,9/9/1993,Active,2018
806293,Child Care Center,Christ Church Preschool,Wright,20,"Preschool, ",9/13/1993,9/13/1993,Active,2018
806298,Child Care Center,St John the Baptist Faithful Beginnings Preschool,Scott,40,"Preschool, School Age",9/9/1993,9/9/1993,Active,2018
806299,Child Care Center,Mary of Lourdes Preschool,Morrison,10,"Preschool, ",8/19/1993,8/19/1993,Active,2018
806532,Child Care Center,"Peace of Mind Daycare, Inc.",Washington,207,"Infant, Toddler, Preschool, School Age",10/25/1993,10/25/1993,Active,2018
806785,Child Care Center,Open Arms Christian Early Childhood Center,Hennepin,115,"Infant, Toddler, Preschool, School Age",1/1/1999,1/1/1999,Active,2018
806938,Child Care Center,Osakis Head Start,Douglas,19,"Preschool, ",12/22/1993,12/22/1993,Active,2018
807019,Child Care Center,New Horizon Academy,Dakota,172,"Infant, Toddler, Preschool, School Age",1/19/1994,1/19/1994,Active,2018
807028,Child Care Center,Mother Duck Learning Center,Hennepin,89,"Infant, Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
807100,Child Care Center,Town Hall Early Childhood Family Development Center,Hennepin,156,"Infant, Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
807101,Child Care Center,"Child's Play of St. Cloud, Inc.",Stearns,80,"Infant, Toddler, Preschool, School Age",1/1/1999,9/29/2018,Active,2018
807206,Child Care Center,Miniapple International Montessori,Ramsey,112,"Infant, Toddler, Preschool, School Age",1/22/1999,1/22/1999,Active,2018
807340,Child Care Center,All 'bout Children Daycare,Wabasha,62,"Infant, Toddler, Preschool, School Age",3/16/1994,3/16/1994,Active,2018
807399,Child Care Center,Kids Kare Center,Dakota,157,"Infant, Toddler, Preschool, School Age",4/4/1994,4/4/1994,Active,2018
807503,Child Care Center,Zoe Child Care Center,Hennepin,46,"Infant, Toddler, Preschool, School Age",5/21/1999,5/21/1999,Active,2018
807661,Child Care Center,Kids ABC Learning Center Inc,St. Louis,24,"Preschool, School Age",1/1/1999,1/1/1999,Active,2018
807677,Child Care Center,Christ the King Church,Pipestone,12,"Preschool, ",1/1/1999,1/1/1999,Active,2018
807780,Child Care Center,Step by Step Montessori School of Brooklyn Park,Hennepin,106,"Infant, Toddler, Preschool, School Age",7/28/1994,1/23/2018,Closed,2018
807783,Child Care Center,Especially For Children,Anoka,98,"Infant, Toddler, Preschool, School Age",7/19/1994,7/19/1994,Active,2018
807876,Child Care Center,St. John the Baptist School,Dakota,22,"Preschool, School Age",8/18/1994,8/18/1994,Active,2018
807877,Child Care Center,Queen of Peace Preschool,Carlton,19,"Preschool, ",9/12/1994,9/12/1994,Active,2018
807888,Child Care Center,Chance to Grow,Anoka,10,"Infant, Toddler, Preschool, ",9/1/1994,6/6/2018,Closed,2018
807903,Child Care Center,Sacred Heart Children's House,Waseca,37,"Preschool, School Age",9/6/1994,9/6/1994,Active,2018
807904,Child Care Center,Legacy Christian Academy Preschool,Anoka,40,"Preschool, School Age",8/20/1994,8/20/1994,Active,2018
807920,Child Care Center,"Tomorrow's Kids of Eagan, Inc.",Dakota,30,"Preschool, School Age",8/29/1994,8/29/1994,Active,2018
808005,Child Care Center,Celebrating Children Preschool,Dakota,50,"Preschool, ",9/12/1994,9/12/1994,Active,2018
808006,Child Care Center,University of Northwestern Child Development Center,Ramsey,42,"Toddler, Preschool, ",9/1/1994,9/1/1994,Active,2018
808051,Child Care Center,Joyful Heart Preschool,Wright,20,"Preschool, ",9/12/1994,9/12/1994,Active,2018
808053,Child Care Center,Triumph's Little Lights Preschool,Clay,40,"Preschool, ",9/21/1994,9/21/1994,Active,2018
808173,Child Care Center,Mt Iron Buhl Head Start,St. Louis,20,"Preschool, ",9/26/1994,9/26/1994,Active,2018
808184,Child Care Center,Peli Preschool & Family Center,Houston,38,"Infant, Toddler, Preschool, ",9/1/1994,9/1/1994,Active,2018
808374,Child Care Center,Visitation Child Care Center,Dakota,90,"Infant, Toddler, Preschool, ",12/1/1994,12/1/1994,Active,2018
808478,Child Care Center,Under The Rainbow Early Education,Goodhue,101,"Infant, Toddler, Preschool, School Age",11/23/1994,11/23/1994,Active,2018
808597,Child Care Center,Jesus Loves Me Learning Center,Nicollet,112,"Infant, Toddler, Preschool, School Age",12/23/1994,12/23/1994,Active,2018
808805,Child Care Center,Summit Childcare/preschool,St. Louis,111,"Infant, Toddler, Preschool, ",1/27/1995,1/27/1995,Active,2018
808819,Child Care Center,Forestview Montessori,Hennepin,54,"Toddler, Preschool, School Age",2/7/1995,2/7/1995,Active,2018
808858,Child Care Center,Especially For Children,Anoka,77,"Infant, Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
808906,Child Care Center,New Horizon Academy,Dakota,132,"Infant, Toddler, Preschool, School Age",2/27/1995,2/27/1995,Active,2018
808927,Child Care Center,Step by Step Montessori School of Maple Grove,Hennepin,160,"Infant, Toddler, Preschool, School Age",2/16/1995,1/5/2018,Closed,2018
809012,Child Care Center,Redeemer Lutheran Preschool,Hennepin,29,"Preschool, ",3/21/1995,3/21/1995,Active,2018
809025,Child Care Center,Project Secure Early Childhood Family Development Center,Hennepin,59,"Infant, Toddler, Preschool, ",4/1/1995,4/1/1995,Active,2018
809195,Child Care Center,New Horizon Academy,Hennepin,132,"Infant, Toddler, Preschool, School Age",4/24/1995,4/24/1995,Active,2018
809234,Child Care Center,KinderCare Learning Center,Hennepin,85,"Infant, Toddler, Preschool, School Age",5/22/1995,5/22/1995,Active,2018
809238,Child Care Center,KinderCare Learning Center,Anoka,88,"Infant, Toddler, Preschool, School Age",5/22/1995,5/22/1995,Active,2018
809291,Child Care Center,Tri-Valley Owatonna Head Start Center,Steele,77,"Infant, Toddler, Preschool, School Age",5/25/1995,5/25/1995,Active,2018
809292,Child Care Center,New Horizon Academy,Scott,172,"Infant, Toddler, Preschool, School Age",6/2/1995,6/2/1995,Active,2018
809321,Child Care Center,Children's House,Blue Earth,90,"Infant, Toddler, Preschool, ",6/21/1995,5/16/2014,Active,2018
809354,Child Care Center,Tiny Sprouts Day Care Center,Crow Wing,65,"Infant, Toddler, Preschool, School Age",5/31/1995,5/31/1995,Active,2018
809413,Child Care Center,Care Corner,Blue Earth,140,"Infant, Toddler, Preschool, School Age",8/1/1995,4/20/2007,Active,2018
809414,Child Care Center,St. John Neumann Early Childhood Programs,Dakota,67,"Toddler, Preschool, ",9/1/1995,9/1/1995,Active,2018
809456,Child Care Center,"Kids-R-It, Inc.",Nobles,103,"Infant, Toddler, Preschool, School Age",7/17/1995,7/17/1995,Active,2018
809464,Child Care Center,Nativity Child & Family Center,Hennepin,149,"Toddler, Preschool, School Age",9/1/1995,9/1/1995,Active,2018
809482,Child Care Center,Playhouse Child Care Center,Stearns,129,"Infant, Toddler, Preschool, ",8/14/1995,8/14/1995,Active,2018
809495,Child Care Center,Mount Olivet Day Services,Hennepin,43,"Infant, Toddler, ",8/29/1995,8/29/1995,Active,2018
809512,Child Care Center,Tri-Valley Glencoe Head Start Center,McLeod,72,"Infant, Toddler, Preschool, ",7/22/1995,7/22/1995,Active,2018
809514,Child Care Center,Room for Growing Childcare Learning Center,Chisago,130,"Infant, Toddler, Preschool, School Age",9/5/1995,9/5/1995,Active,2018
809520,Child Care Center,Minnehaha Academy Preschool,Hennepin,40,"Preschool, ",8/31/1995,8/31/1995,Active,2018
809553,Child Care Center,Faithful Beginnings at St Peter Catholic School,Ramsey,46,"Preschool, ",9/5/1995,9/5/1995,Active,2018
809564,Child Care Center,Christ Lutheran Preschool,Dakota,20,"Preschool, ",9/12/1995,9/12/1995,Active,2018
809565,Child Care Center,St. Croix Montessori,Washington,102,"Toddler, Preschool, School Age",9/5/1995,9/5/1995,Active,2018
809586,Child Care Center,Northeast Neighborhood Early Center,Hennepin,92,"Infant, Toddler, Preschool, ",9/19/1995,9/19/1995,Active,2018
809621,Child Care Center,Loving Arms Child Care Center,Kandiyohi,78,"Infant, Toddler, Preschool, ",10/2/1995,10/2/1995,Active,2018
809650,Child Care Center,Benedictine Early Childhood Program,St. Louis,22,"Infant, Toddler, ",10/2/1995,6/1/2018,Closed,2018
809652,Child Care Center,Glendale Early Childhood Family Development Center,Hennepin,108,"Infant, Toddler, Preschool, ",10/2/1995,10/2/1995,Active,2018
809653,Child Care Center,Morris Area Child Care Center,Stevens,62,"Infant, Toddler, Preschool, School Age",9/28/1995,9/28/1995,Active,2018
809720,Child Care Center,Pillager Early Childhood Center,Cass,54,"Toddler, Preschool, ",1/1/1999,1/1/1999,Active,2018
809800,Child Care Center,Chicagami Too!,St. Louis,68,"Infant, Toddler, Preschool, School Age",11/27/1995,11/27/1995,Active,2018
809952,Child Care Center,A Child's View,Ramsey,8,"Infant, ",10/1/1995,10/1/1995,Active,2018
809953,Child Care Center,Gayle Johnson Cohen Early Childhood Talmud Torah,Ramsey,20,"Preschool, School Age",1/8/1996,1/8/1996,Active,2018
809985,Child Care Center,Bethlehem Lutheran Early Childhood Center,Stearns,80,"Toddler, Preschool, ",2/9/1996,2/9/1996,Active,2018
810015,Child Care Center,New Horizon Academy,Anoka,138,"Infant, Toddler, Preschool, School Age",3/4/1996,3/4/1996,Active,2018
810024,Child Care Center,Gan Shelanu Preschool,Hennepin,158,"Infant, Toddler, Preschool, ",12/1/1995,12/1/1995,Active,2018
810067,Child Care Center,For Kids Only,Anoka,122,"Infant, Toddler, Preschool, School Age",2/1/1996,4/19/2002,Active,2018
810110,Child Care Center,Teddy Bear Care On 65 Inc,Anoka,99,"Infant, Toddler, Preschool, School Age",3/19/1996,3/19/1996,Active,2018
810112,Child Care Center,Tutor Time of Apple Valley,Dakota,144,"Infant, Toddler, Preschool, School Age",4/8/1996,4/8/1996,Active,2018
810123,Child Care Center,WCCA Head Start Annandale,Wright,20,"Preschool, ",3/18/1996,3/18/1996,Active,2018
810125,Child Care Center,Preschool Place,Carver,74,"Toddler, Preschool, ",4/1/1996,4/1/1996,Active,2018
810167,Child Care Center,We Love Kids,Hennepin,56,"Infant, Toddler, Preschool, School Age",4/29/1996,4/29/1996,Active,2018
810216,Child Care Center,"Little Munchkins, Inc.",Hennepin,78,"Infant, Toddler, Preschool, School Age",5/10/1996,5/10/1996,Active,2018
810364,Child Care Center,KinderCare Learning Center,Hennepin,159,"Infant, Toddler, Preschool, School Age",6/24/1996,6/1/2018,Closed,2018
810433,Child Care Center,Kids-n-kare Day Care Center,Pipestone,53,"Infant, Toddler, Preschool, School Age",8/1/1996,8/1/1996,Active,2018
810434,Child Care Center,Observation Hill Children's Center,St. Louis,70,"Infant, Toddler, Preschool, School Age",7/1/1996,7/1/1996,Active,2018
810489,Child Care Center,Creation Station,St. Louis,24,"Preschool, School Age",7/23/1996,7/23/1996,Active,2018
810490,Child Care Center,Precious is the Child,Olmsted,20,"Preschool, ",7/31/1996,7/31/1996,Active,2018
810531,Child Care Center,Day By Day Child Development Center Inc,Dakota,61,"Infant, Toddler, Preschool, School Age",8/9/1996,8/5/2018,Active,2018
810552,Child Care Center,Good Shepherd Preschool,Steele,37,"Preschool, ",9/1/1996,9/1/1996,Active,2018
810554,Child Care Center,YMCA Sunshine Corner Peach Tree,Goodhue,41,"Preschool, ",8/27/1996,8/27/1996,Active,2018
810731,Child Care Center,New Horizon Academy,Sherburne,172,"Infant, Toddler, Preschool, School Age",9/13/1996,9/13/1996,Active,2018
810732,Child Care Center,Kinderberry Hill Child Development Center,Hennepin,144,"Infant, Toddler, Preschool, ",9/1/1996,9/1/1996,Active,2018
810734,Child Care Center,Little Flowers Montessori West,Hennepin,74,"Toddler, Preschool, School Age",9/6/1996,9/6/1996,Active,2018
810755,Child Care Center,Sunny Hollow Montessori,Ramsey,106,"Toddler, Preschool, School Age",8/22/1996,8/22/1996,Active,2018
810840,Child Care Center,Battle Creek Head Start,Ramsey,120,"Preschool, ",10/21/1996,10/21/1996,Active,2018
810849,Child Care Center,"Reach-Up, Inc. Technical College Head Start",Benton,26,"Preschool, School Age",9/1/1996,9/1/1996,Active,2018
810852,Child Care Center,Tri-Valley East Grand Forks Head Start Center,Polk,102,"Infant, Toddler, Preschool, School Age",9/1/1996,9/1/1996,Active,2018
810856,Child Care Center,Congdon Creek Preschool,St. Louis,35,"Preschool, School Age",10/1/1996,10/1/1996,Active,2018
810864,Child Care Center,Children's Workshop,Hennepin,121,"Infant, Toddler, Preschool, School Age",10/1/1996,10/1/1996,Active,2018
810865,Child Care Center,"Little Lakers Montessori Preschool and Child Care, Inc.",Scott,49,"Preschool, School Age",10/1/1996,10/1/1996,Active,2018
810868,Child Care Center,Servant Schoolhouse Christian Preschool,Hennepin,20,"Preschool, ",9/16/1996,9/16/1996,Active,2018
810876,Child Care Center,St. Johns Grandkids,Brown,43,"Infant, Toddler, Preschool, School Age",12/1/1996,12/1/1996,Active,2018
810886,Child Care Center,New Horizon Academy,Hennepin,124,"Infant, Toddler, Preschool, School Age",11/1/1996,11/1/1996,Active,2018
810904,Child Care Center,Hosanna! Preschool,Dakota,64,"Preschool, ",10/7/1996,10/7/1996,Active,2018
810915,Child Care Center,Va Neighborhood Child Care Center,Hennepin,108,"Infant, Toddler, Preschool, School Age",11/1/1997,11/1/1997,Active,2018
810916,Child Care Center,Oak Hill Montessori School,Ramsey,108,"Toddler, Preschool, ",10/4/1996,10/4/1996,Active,2018
810927,Child Care Center,Mahube Otwa Community Action Partnership Inc M/State Learning Center,Becker,40,"Infant, Toddler, Preschool, ",1/1/1997,1/1/1997,Active,2018
810959,Child Care Center,Bagley Head Start,Clearwater,21,"Preschool, ",3/10/1997,3/10/1997,Active,2018
810966,Child Care Center,Summit Early Learning Center,Hennepin,124,"Infant, Toddler, Preschool, School Age",3/1/1997,5/7/2012,Active,2018
810989,Child Care Center,Step by Step Montessori School of Chaska,Carver,218,"Infant, Toddler, Preschool, School Age",4/5/1997,1/5/2018,Closed,2018
811016,Child Care Center,Northfield Montessori,Rice,186,"Infant, Toddler, Preschool, School Age",6/2/1997,2/3/2017,Active,2018
811033,Child Care Center,Tinkertown Station,Sherburne,74,"Infant, Toddler, Preschool, School Age",5/30/1997,5/30/1997,Active,2018
830172,Child Care Center,Tutor Time of White Bear Lake,Ramsey,128,"Infant, Toddler, Preschool, School Age",7/9/1997,7/9/1997,Active,2018
830178,Child Care Center,KinderCare Learning Center,Anoka,122,"Infant, Toddler, Preschool, ",7/21/1997,7/21/1997,Active,2018
