LicenseID,License Type,Name of Program,County,Capacity,Ages Served/FCC Classification,Initial Effective Date,StateAsOfDate,License State,Year
800003,Child Care Center,"A Child's Delight Too, Inc.",Rice,89,"Infant, Toddler, Preschool, School Age",5/1/1980,5/1/1980,Active,2018
800004,Child Care Center,A Child's View,Ramsey,34,"Toddler, Preschool, ",10/18/1988,10/18/1988,Active,2018
800005,Child Care Center,A Child's View,Ramsey,22,"Infant, Toddler, ",6/15/1987,6/15/1987,Active,2018
800020,Child Care Center,ABC Express,Hennepin,79,"Toddler, Preschool, ",8/20/1985,8/20/1985,Active,2018
800025,Child Care Center,Abiding Savior Lutheran Preschool,Ramsey,20,"Preschool, ",2/23/1967,2/23/1967,Active,2018
800056,Child Care Center,Children's Center (The),Freeborn,157,"Infant, Toddler, Preschool, School Age",9/1/1986,9/1/1986,Active,2018
800058,Child Care Center,Aldrich Memorial Nursery School,Olmsted,148,"Toddler, Preschool, School Age",11/27/1943,11/27/1943,Active,2018
800064,Child Care Center,All Saints Child Care Center,Hennepin,57,"Infant, Toddler, Preschool, ",9/3/1985,9/3/1985,Active,2018
800065,Child Care Center,All Saints Preschool,Hennepin,67,"Toddler, Preschool, School Age",1/1/1966,1/1/1966,Active,2018
800081,Child Care Center,Anew Dimension Child Enrichment Center,Hennepin,82,"Infant, Toddler, Preschool, School Age",4/6/1987,4/6/1987,Active,2018
800103,Child Care Center,Apple Tree Learning Center,St. Louis,127,"Infant, Toddler, Preschool, School Age",4/15/1982,4/15/1982,Active,2018
800130,Child Care Center,Associated Preschool,Steele,24,"Preschool, ",10/1/1963,10/1/1963,Active,2018
800136,Child Care Center,Audubon/Lake Park Headstart,Becker,20,"Preschool, ",11/1/1981,11/1/1981,Active,2018
800138,Child Care Center,Mesabi Head Start,St. Louis,20,"Preschool, ",2/1/1969,2/1/1969,Active,2018
800141,Child Care Center,Semcac Head Start Austin,Mower,89,"Toddler, Preschool, ",10/1/1984,10/1/1984,Active,2018
800142,Child Care Center,YMCA Preschool,Mower,24,"Preschool, ",2/3/1975,2/3/1975,Active,2018
800152,Child Care Center,West Side Head Start,Ramsey,60,"Preschool, ",8/20/1980,8/20/1980,Active,2018
800157,Child Care Center,Barnesville Child Day Care Center,Clay,62,"Infant, Toddler, Preschool, School Age",11/3/1975,11/3/1975,Active,2018
800163,Child Care Center,Beary Patch Preschool,Houston,18,"Preschool, ",9/11/1988,9/11/1988,Active,2018
800179,Child Care Center,Bemidji Head Start,Beltrami,130,"Toddler, Preschool, ",4/8/1970,4/8/1970,Active,2018
800182,Child Care Center,Benedictine Developmental Preschool,St. Louis,51,"Preschool, School Age",10/1/1980,10/1/1980,Active,2018
800184,Child Care Center,Berean Education Center,Dakota,80,"Preschool, School Age",8/1/1981,8/1/1981,Active,2018
800185,Child Care Center,Berry Patch-Calvary,Hennepin,130,"Toddler, Preschool, ",9/14/1987,9/14/1987,Active,2018
800186,Child Care Center,Bertha Head Start/Bertha Family Center,Todd,50,"Preschool, ",10/1/1984,10/1/1984,Active,2018
800191,Child Care Center,Bethel University Child Development Center,Ramsey,54,"Infant, Toddler, Preschool, ",9/1/1983,9/1/1983,Active,2018
800192,Child Care Center,Cedar Head Start Center,Anoka,20,"Preschool, ",9/26/1984,9/26/1984,Active,2018
800194,Child Care Center,Bethlehem Child Care Center,Hennepin,86,"Preschool, School Age",10/27/1982,10/27/1982,Active,2018
800223,Child Care Center,New Discoveries Child Care Center,Crow Wing,50,"Toddler, Preschool, School Age",10/16/1984,10/16/1984,Active,2018
800229,Child Care Center,Breck School Preschool and Extended Care,Hennepin,60,"Preschool, ",9/8/1975,9/8/1975,Active,2018
800233,Child Care Center,"Bridges, Inc. (The)",Dakota,50,"Preschool, School Age",8/30/1973,12/14/2010,Active,2018
800252,Child Care Center,Brookdale Christian Center Daycare,Hennepin,70,"Infant, Toddler, Preschool, School Age",11/1/1964,11/1/1964,Active,2018
800255,Child Care Center,ABC Pre K,Hennepin,27,"Preschool, ",11/28/1983,11/28/1983,Active,2018
800274,Child Care Center,Busy Bee Preschool,Cottonwood,20,"Preschool, ",3/12/1965,3/12/1965,Active,2018
800278,Child Care Center,CAPE Child Care Center,Anoka,49,"Infant, Toddler, Preschool, ",9/5/1989,9/5/1989,Active,2018
800281,Child Care Center,C.H.I.L.D.,Hennepin,24,"Infant, Toddler, ",10/25/1972,10/25/1972,Active,2018
800282,Child Care Center,C.H.I.L.D.,Hennepin,65,"Toddler, Preschool, School Age",10/25/1972,10/25/1972,Active,2018
800289,Child Care Center,Calvary Child Care Center,Hennepin,96,"Infant, Toddler, Preschool, ",10/18/1982,10/18/1982,Active,2018
800290,Child Care Center,Calvary Lutheran Preschool,Douglas,31,"Preschool, ",5/10/1990,5/10/1990,Active,2018
800291,Child Care Center,Calvary Lutheran Preschool,Beltrami,52,"Preschool, ",9/15/1986,9/15/1986,Active,2018
800299,Child Care Center,Lindgren Child Care Center ECC122 St Cloud State University,Stearns,57,"Infant, Toddler, Preschool, School Age",9/1/1988,9/1/1988,Active,2018
800303,Child Care Center,Canby Head Start,Yellow Medicine,20,"Preschool, ",10/2/1987,10/2/1987,Active,2018
800310,Child Care Center,St Agnes Preschool,Douglas,20,"Preschool, ",9/1/1987,9/1/1987,Active,2018
800314,Child Care Center,Caring for Children,Hennepin,78,"Infant, Toddler, Preschool, ",10/1/1984,10/1/1984,Active,2018
800318,Child Care Center,Tri-Valley Crookston Head Start Center,Polk,96,"Infant, Toddler, Preschool, ",10/1/1967,10/1/1967,Active,2018
800319,Child Care Center,Carol Matheys Center for Children & Families,Washington,70,"Preschool, School Age",10/19/1970,10/19/1970,Active,2018
800320,Child Care Center,Carol's Corner Child Care Center,Ramsey,21,"Preschool, School Age",4/24/1973,4/24/1973,Active,2018
800355,Child Care Center,Central Lutheran School Pre-K,Ramsey,74,"Toddler, Preschool, School Age",8/28/1972,8/28/1972,Active,2018
800370,Child Care Center,Child Care Center of Mapleton,Blue Earth,42,"Infant, Toddler, Preschool, School Age",6/20/1973,6/20/1973,Active,2018
800371,Child Care Center,Child Care Resource and Referral Head Start,Freeborn,40,"Preschool, ",9/18/1986,9/18/1986,Active,2018
800376,Child Care Center,Child Development and Learning Center,Dakota,100,"Preschool, ",10/6/1971,10/6/1971,Active,2018
800377,Child Care Center,Ruth O. Benner Head Start Center,Ramsey,140,"Preschool, ",4/1/1979,4/1/1979,Active,2018
800379,Child Care Center,Child Garden Total Environment Montessori School,Hennepin,246,"Infant, Toddler, Preschool, ",9/4/1979,4/11/2008,Active,2018
800381,Child Care Center,Abiding Branches Cooperative Preschool,Anoka,30,"Preschool, School Age",9/1/1977,9/1/1977,Active,2018
800384,Child Care Center,Children of Peace Lutheran Preschool Day Care,Hennepin,64,"Preschool, School Age",8/26/1985,8/26/1985,Active,2018
800387,Child Care Center,Calvary Lutheran Pre-kindergarten,Hennepin,74,"Toddler, Preschool, ",10/1/1961,10/1/1961,Active,2018
800391,Child Care Center,"Children's Choice Daycare, Inc",Ramsey,48,"Infant, Toddler, Preschool, ",3/9/1990,3/9/2018,Closed,2018
800394,Child Care Center,Children's Corner Learning Center,Otter Tail,68,"Toddler, Preschool, School Age",9/16/1971,9/16/1971,Active,2018
800396,Child Care Center,Children's Corner Early Learning Center,Kandiyohi,20,"Preschool, ",6/7/1972,6/7/1972,Active,2018
800397,Child Care Center,Children's Country Day School,Dakota,120,"Toddler, Preschool, School Age",6/13/1977,6/13/1977,Active,2018
800398,Child Care Center,Children's Country Preschool,Wright,58,"Preschool, School Age",9/4/1973,9/4/1973,Active,2018
800399,Child Care Center,Children's Day Montessori,Stearns,80,"Preschool, School Age",11/1/1986,11/1/1986,Active,2018
800403,Child Care Center,Children's Farm School,Washington,20,"Preschool, ",9/1/1976,9/1/1976,Active,2018
800419,Child Care Center,Children's Kingdom Preschool,Martin,20,"Preschool, ",8/17/1990,8/17/1990,Active,2018
800425,Child Care Center,Childrens Village Montessori Day Care Center Inc,Hennepin,92,"Infant, Toddler, Preschool, School Age",2/2/1976,4/1/2000,Active,2018
800431,Child Care Center,KinderCare Learning Center,Hennepin,110,"Infant, Toddler, Preschool, School Age",6/3/1985,6/3/1985,Active,2018
800434,Child Care Center,KinderCare Learning Center,Hennepin,125,"Infant, Toddler, Preschool, School Age",1/6/1986,1/6/1986,Active,2018
800435,Child Care Center,KinderCare Learning Center,Hennepin,143,"Infant, Toddler, Preschool, School Age",2/1/1989,2/1/1989,Active,2018
800436,Child Care Center,KinderCare Learning Center,Ramsey,127,"Infant, Toddler, Preschool, ",4/1/1988,4/1/1988,Active,2018
800440,Child Care Center,KinderCare Learning Center,Ramsey,109,"Infant, Toddler, Preschool, ",3/20/1985,3/20/1985,Active,2018
800443,Child Care Center,KinderCare Learning Center,Hennepin,73,"Infant, Toddler, Preschool, School Age",9/22/1970,9/22/1970,Active,2018
800444,Child Care Center,KinderCare Learning Center,Hennepin,120,"Infant, Toddler, Preschool, School Age",10/1/1986,10/1/1986,Active,2018
800446,Child Care Center,KinderCare Learning Center,Olmsted,120,"Infant, Toddler, Preschool, School Age",1/1/1985,1/1/1985,Active,2018
800450,Child Care Center,KinderCare Learning Center,Hennepin,103,"Infant, Toddler, Preschool, ",8/15/1983,8/15/1983,Active,2018
800453,Child Care Center,KinderCare Learning Center,Hennepin,111,"Infant, Toddler, Preschool, School Age",7/31/1987,7/31/1987,Active,2018
800455,Child Care Center,KinderCare Learning Center,Hennepin,118,"Infant, Toddler, Preschool, School Age",3/26/1973,3/26/1973,Active,2018
800456,Child Care Center,KinderCare Learning Center,Dakota,114,"Infant, Toddler, Preschool, School Age",12/30/1985,12/30/1985,Active,2018
800457,Child Care Center,KinderCare Learning Center,Anoka,99,"Infant, Toddler, Preschool, School Age",9/20/1972,12/9/2001,Active,2018
800458,Child Care Center,KinderCare Learning Center,Ramsey,108,"Infant, Toddler, Preschool, School Age",7/28/1980,7/28/1980,Active,2018
800461,Child Care Center,KinderCare Learning Center,Olmsted,98,"Infant, Toddler, Preschool, School Age",8/6/1984,8/6/1984,Active,2018
800462,Child Care Center,KinderCare Learning Center,Ramsey,82,"Infant, Toddler, Preschool, ",9/1/1977,9/1/1977,Active,2018
800463,Child Care Center,KinderCare Learning Center,Ramsey,101,"Infant, Toddler, Preschool, ",6/1/1987,6/1/1987,Active,2018
800466,Child Care Center,KinderCare Learning Center,Ramsey,121,"Infant, Toddler, Preschool, School Age",1/1/1983,1/1/1983,Active,2018
800467,Child Care Center,KinderCare Learning Center,Hennepin,111,"Infant, Toddler, Preschool, School Age",9/28/1972,9/28/1972,Active,2018
800468,Child Care Center,KinderCare Learning Center,Dakota,90,"Infant, Toddler, Preschool, School Age",2/1/1978,2/1/1978,Active,2018
800469,Child Care Center,KinderCare Learning Center,Hennepin,87,"Infant, Toddler, Preschool, ",11/2/1971,11/2/1971,Active,2018
800483,Child Care Center,RCLS Early Childhood Development Center,Olmsted,73,"Preschool, ",10/1/1981,10/1/1981,Active,2018
800494,Child Care Center,Civic League Day Nursery,Olmsted,93,"Toddler, Preschool, School Age",3/1/1930,3/2/2017,Active,2018
800495,Child Care Center,Claire Ann Shover Nursery School,Otter Tail,15,"Preschool, School Age",12/1/1944,12/1/1944,Active,2018
800518,Child Care Center,St Catherine University Early Childhood Center,Ramsey,40,"Preschool, School Age",12/1/1979,8/5/2013,Active,2018
800522,Child Care Center,Community Child Care Center,Hennepin,124,"Infant, Toddler, Preschool, School Age",3/19/1975,3/19/1975,Active,2018
800523,Child Care Center,Community Child Care Center,Ramsey,48,"Toddler, Preschool, ",3/19/1975,3/19/1975,Active,2018
800540,Child Care Center,Community Preschool of First Lutheran Church,Douglas,35,"Preschool, ",9/1/1979,9/1/1979,Active,2018
800542,Child Care Center,Clay-Wikin Head Start,Clay,57,"Preschool, ",2/1/1988,2/1/1988,Active,2018
800543,Child Care Center,Como Early Learning Center,Hennepin,50,"Toddler, Preschool, School Age",9/22/1975,9/22/1975,Active,2018
800547,Child Care Center,Congregational Preschool,Mower,40,"Preschool, ",10/11/1975,10/11/1975,Active,2018
800552,Child Care Center,Coon Rapids Day Care Center,Anoka,99,"Infant, Toddler, Preschool, School Age",4/1/1969,4/1/1969,Active,2018
800569,Child Care Center,Country Corner Preschool,Dodge,13,"Preschool, ",11/1/1977,11/1/1977,Active,2018
800570,Child Care Center,Country Day Cooperative Pre-School,Stevens,11,"Preschool, ",12/1/1965,5/30/2018,Closed,2018
800574,Child Care Center,Crossview Covenant Church,Nicollet,114,"Toddler, Preschool, ",10/20/1971,10/20/1971,Active,2018
800577,Child Care Center,Cradle Club,Hennepin,243,"Infant, Toddler, Preschool, School Age",9/14/1989,9/14/1989,Active,2018
800578,Child Care Center,Cradle Club (The),Hennepin,118,"Infant, Toddler, Preschool, ",2/20/1989,5/27/2004,Active,2018
800585,Child Care Center,Creekside Children's Place,Hennepin,98,"Toddler, Preschool, ",9/22/1975,9/22/1975,Active,2018
800594,Child Care Center,Crosby Head Start,Crow Wing,20,"Preschool, ",3/13/1972,3/13/1972,Active,2018
800596,Child Care Center,Cross View Early Childhood Center,Hennepin,92,"Infant, Toddler, Preschool, ",9/8/1987,9/8/1987,Active,2018
800600,Child Care Center,Crossroads Preschool,Hennepin,60,"Preschool, ",10/1/1966,10/1/1966,Active,2018
800650,Child Care Center,Discoveries For Children,Hennepin,61,"Toddler, Preschool, School Age",2/5/1976,2/5/1976,Active,2018
800655,Child Care Center,Discovery Days Preschool,Pope,20,"Preschool, ",5/10/1989,5/10/1989,Active,2018
800657,Child Care Center,Discovery Place,Pennington,91,"Infant, Toddler, Preschool, School Age",10/19/1971,10/19/1971,Active,2018
800662,Child Care Center,Lincoln Community Center Mankato ABE,Blue Earth,54,"Toddler, Preschool, ",1/11/1989,1/11/1989,Active,2018
800695,Child Care Center,Little Learners Montessori & Childcare Inc,Hennepin,76,"Infant, Toddler, Preschool, School Age",8/1/1989,8/1/1989,Active,2018
800696,Child Care Center,Holy Cross Preschool,Rice,30,"Preschool, ",9/12/1988,9/12/1988,Active,2018
800721,Child Care Center,Edina Morningside Preschool,Hennepin,35,"Preschool, ",1/1/1946,1/1/1946,Active,2018
800727,Child Care Center,Elim Preschool/Elim Baptist Church,Hennepin,70,"Preschool, ",10/1/1962,10/1/1962,Active,2018
800734,Child Care Center,Ely Head Start,St. Louis,20,"Preschool, ",3/28/1988,3/28/1988,Active,2018
800747,Child Care Center,Especially For Children,Hennepin,120,"Infant, Toddler, Preschool, ",9/1/1988,9/1/1988,Active,2018
800748,Child Care Center,Especially For Children,Dakota,107,"Infant, Toddler, Preschool, School Age",8/22/1988,8/22/1988,Active,2018
800753,Child Care Center,Especially for Children,Hennepin,140,"Infant, Toddler, Preschool, School Age",3/6/1987,3/6/1987,Active,2018
800763,Child Care Center,"Eyota Kids Korner, Inc.",Olmsted,77,"Infant, Toddler, Preschool, School Age",8/31/1990,8/31/1990,Active,2018
800765,Child Care Center,Fairmont Head Start,Martin,17,"Preschool, ",11/29/1989,11/29/1989,Active,2018
800781,Child Care Center,Families Together,Ramsey,24,"Preschool, ",9/11/1989,9/11/1989,Active,2018
800869,Child Care Center,Funshine Preschool,Hennepin,109,"Preschool, ",10/6/1989,10/6/1989,Active,2018
800873,Child Care Center,Gaetz Kiddie Kare,Stearns,52,"Infant, Toddler, Preschool, School Age",10/1/1975,10/1/1975,Active,2018
800905,Child Care Center,Golden Heart Child Care Center,Nicollet,147,"Infant, Toddler, Preschool, School Age",8/30/1980,9/17/2011,Active,2018
800906,Child Care Center,Golden Rule Child Care Center,Anoka,108,"Toddler, Preschool, School Age",9/5/1972,9/5/1972,Active,2018
800907,Child Care Center,Loving Shepherd Early Learning Center,Hennepin,144,"Infant, Toddler, Preschool, School Age",8/23/1989,8/23/1989,Active,2018
800911,Child Care Center,Good Shepherd Childcare Center,Fillmore,72,"Infant, Toddler, Preschool, School Age",11/1/1985,11/1/1985,Active,2018
800914,Child Care Center,Grace Preschool and Early Childhood Program,Hennepin,51,"Toddler, Preschool, ",10/1/1956,10/1/1956,Active,2018
800916,Child Care Center,Grace Neighborhood Nursery School,Hennepin,64,"Preschool, ",9/1/1961,9/1/1961,Active,2018
800917,Child Care Center,Grace Preschool,Dakota,60,"Preschool, ",11/3/1967,5/26/2018,Closed,2018
800918,Child Care Center,Grand Rapids Head Start Itasca Resource Center,Itasca,48,"Infant, Toddler, Preschool, ",6/7/1972,6/7/1972,Active,2018
800921,Child Care Center,Grant Community Preschool,Hennepin,20,"Preschool, ",4/1/1966,4/1/1966,Active,2018
800938,Child Care Center,Faithful Beginnings at Guardian Angels,Carver,20,"Preschool, ",9/4/1986,9/4/1986,Active,2018
800955,Child Care Center,Hallie Q Brown Early Learning Center,Ramsey,72,"Infant, Toddler, Preschool, School Age",1/1/1944,1/1/1944,Active,2018
800968,Child Care Center,Hand in Hand Child Care Center,Ramsey,46,"Infant, Toddler, Preschool, ",4/1/1982,4/1/1982,Active,2018
800970,Child Care Center,"Hansel and Gretel Preschool, Inc.",Waseca,18,"Preschool, ",9/23/1969,9/23/1969,Active,2018
800973,Child Care Center,Happy Days Preschool Inc,St. Louis,20,"Preschool, ",12/12/1969,12/12/1969,Active,2018
800976,Child Care Center,Happy Time Day Care Center,St. Louis,85,"Infant, Toddler, Preschool, ",4/3/1970,4/3/1970,Active,2018
801001,Child Care Center,Head Start Family Development Center,Anoka,320,"Preschool, School Age",11/19/1989,11/19/1989,Active,2018
801014,Child Care Center,Heavenly Sunshine Preschool,Isanti,30,"Preschool, ",9/1/1982,9/1/1982,Active,2018
801025,Child Care Center,Hermantown Area Head Start,St. Louis,40,"Preschool, ",12/12/1971,12/12/1971,Active,2018
801030,Child Care Center,Hi-Ho Nursery School,Nobles,20,"Preschool, ",10/1/1964,10/1/1964,Active,2018
801038,Child Care Center,Hibbing Head Start,St. Louis,80,"Preschool, ",12/23/1969,12/23/1969,Active,2018
801039,Child Care Center,Hibbing Parent's Nursery School,St. Louis,49,"Toddler, Preschool, School Age",9/1/1965,9/1/1965,Active,2018
801043,Child Care Center,Hillcrest Child Care Center,Hennepin,38,"Infant, Toddler, Preschool, ",9/1/1989,9/1/1989,Active,2018
801048,Child Care Center,Newport Head Start,Washington,40,"Preschool, ",9/1/1984,9/1/1984,Active,2018
801057,Child Care Center,Faithful Beginnings at Holy Trinity Catholic School,Dakota,40,"Preschool, ",5/28/1987,5/28/1987,Active,2018
801080,Child Care Center,Hope Church School,Hennepin,90,"Preschool, School Age",9/10/1984,9/10/1984,Active,2018
801082,Child Care Center,Hope Preschool and Child Care Center,Hennepin,60,"Preschool, ",9/16/1970,9/16/1970,Active,2018
801085,Child Care Center,Hopkins Early Learning Center,Hennepin,118,"Infant, Toddler, Preschool, ",8/28/1981,8/28/1981,Active,2018
801095,Child Care Center,House Of Prayer Preschool,Hennepin,40,"Preschool, ",1/1/1966,1/1/1966,Active,2018
801103,Child Care Center,WCCA Head Start-Howard Lake,Wright,20,"Preschool, ",12/14/1971,12/14/1971,Active,2018
801123,Child Care Center,Immanuel Lutheran Preschool,Jackson,20,"Preschool, ",1/5/1989,1/5/1989,Active,2018
801136,Child Care Center,International Falls Head Start,Koochiching,40,"Preschool, ",9/1/1974,9/1/1974,Active,2018
801137,Child Care Center,International School of Minnesota,Hennepin,60,"Preschool, ",9/24/1985,9/24/1985,Active,2018
801160,Child Care Center,Jean Lyle Children's Center,Ramsey,55,"Preschool, School Age",10/25/1974,10/25/1974,Active,2018
801164,Child Care Center,Sabes J.C.C. Early Childhood Center,Hennepin,192,"Infant, Toddler, Preschool, ",1/1/1960,5/12/2009,Active,2018
801173,Child Care Center,Jonathan Montessori House of Children Inc,Carver,87,"Infant, Toddler, Preschool, School Age",9/1/1975,9/1/1975,Active,2018
801181,Child Care Center,JOY Academy,Ramsey,45,"Preschool, School Age",8/18/1972,7/26/2014,Active,2018
801182,Child Care Center,Joyce Preschool,Hennepin,40,"Preschool, ",12/1/1966,12/1/1966,Active,2018
801184,Child Care Center,Judson Preschool,Hennepin,60,"Preschool, ",8/1/1965,8/1/1965,Active,2018
801202,Child Care Center,Kasson-Mantorville Nursery Group,Dodge,124,"Infant, Toddler, Preschool, School Age",10/1/1975,5/1/2018,Conditional,2018
801209,Child Care Center,Kid Zone Child Care Center,Hennepin,95,"Infant, Toddler, Preschool, School Age",11/8/1976,11/8/1976,Active,2018
801211,Child Care Center,Kid's Depot,McLeod,63,"Preschool, ",9/1/1987,9/1/1987,Active,2018
801213,Child Care Center,Kids Korner,Ramsey,65,"Preschool, School Age",9/16/1987,9/16/1987,Active,2018
801227,Child Care Center,Kiddy Karousel,St. Louis,189,"Infant, Toddler, Preschool, School Age",7/20/1971,7/20/1971,Active,2018
801229,Child Care Center,Kids Come 1st,Olmsted,169,"Infant, Toddler, Preschool, School Age",2/26/1990,2/26/1990,Active,2018
801230,Child Care Center,Kids Come 1st,Olmsted,112,"Infant, Toddler, Preschool, School Age",7/17/1989,7/17/1989,Active,2018
801238,Child Care Center,Kids of the Kingdom,Meeker,125,"Infant, Toddler, Preschool, School Age",8/23/1988,8/23/1988,Active,2018
801244,Child Care Center,Kids Inc North,McLeod,62,"Infant, Toddler, Preschool, School Age",1/3/1989,1/3/1989,Active,2018
801250,Child Care Center,KinderCare Learning Center,Hennepin,106,"Infant, Toddler, Preschool, School Age",10/19/1987,10/19/1987,Active,2018
801252,Child Care Center,KinderCare Learning Center,Ramsey,97,"Infant, Toddler, Preschool, School Age",9/9/1985,9/9/1985,Active,2018
801253,Child Care Center,KinderCare Learning Center,Hennepin,140,"Infant, Toddler, Preschool, School Age",9/3/1985,9/3/1985,Active,2018
801254,Child Care Center,KinderCare Learning Center,Dakota,114,"Infant, Toddler, Preschool, School Age",8/15/1988,8/15/1988,Active,2018
801255,Child Care Center,KinderCare Learning Center,Hennepin,112,"Infant, Toddler, Preschool, School Age",4/1/1988,4/1/1988,Active,2018
801256,Child Care Center,KinderCare Learning Center,Hennepin,116,"Infant, Toddler, Preschool, School Age",1/4/1989,9/22/2018,Closed,2018
801257,Child Care Center,KinderCare Learning Center,Ramsey,131,"Infant, Toddler, Preschool, School Age",2/6/1989,2/6/1989,Active,2018
801258,Child Care Center,KinderCare Learning Center,Dakota,126,"Infant, Toddler, Preschool, School Age",8/13/1990,8/13/1990,Active,2018
801261,Child Care Center,KinderCare Learning Center,Anoka,93,"Infant, Toddler, Preschool, School Age",8/26/1980,8/26/1980,Active,2018
801262,Child Care Center,KinderCare Learning Center,Anoka,96,"Infant, Toddler, Preschool, School Age",3/30/1981,3/30/1981,Active,2018
801267,Child Care Center,KinderCare Learning Center,Hennepin,93,"Infant, Toddler, Preschool, ",10/1/1982,10/1/1982,Active,2018
801268,Child Care Center,KinderCare Learning Center,Ramsey,96,"Infant, Toddler, Preschool, School Age",4/1/1982,4/1/1982,Active,2018
801270,Child Care Center,KinderCare Learning Center,Washington,170,"Infant, Toddler, Preschool, School Age",8/1/1983,8/1/1983,Active,2018
801271,Child Care Center,KinderCare Learning Center,Hennepin,96,"Infant, Toddler, Preschool, School Age",11/7/1983,10/17/2004,Active,2018
801273,Child Care Center,KinderCare Learning Center,Washington,137,"Infant, Toddler, Preschool, School Age",9/1/1984,9/1/1984,Active,2018
801274,Child Care Center,KinderCare Learning Center,Ramsey,118,"Infant, Toddler, Preschool, School Age",6/10/1985,6/10/1985,Active,2018
801275,Child Care Center,KinderCare Learning Center,Ramsey,93,"Infant, Toddler, Preschool, School Age",9/14/1987,3/5/2018,Closed,2018
801282,Child Care Center,Kinder Korner,Washington,59,"Toddler, Preschool, School Age",3/3/1986,3/3/1986,Active,2018
801285,Child Care Center,KinderCare Learning Center,Hennepin,115,"Infant, Toddler, Preschool, School Age",10/24/1986,7/18/2003,Active,2018
801286,Child Care Center,KinderCare Learning Center,Dakota,89,"Infant, Toddler, Preschool, School Age",8/1/1980,8/1/1980,Active,2018
801287,Child Care Center,Kinderberry Hill Child Development Center,Ramsey,140,"Infant, Toddler, Preschool, School Age",11/3/1986,11/3/1986,Active,2018
801288,Child Care Center,"Kinderberry Hill Child Development Center, II",Hennepin,152,"Infant, Toddler, Preschool, ",9/10/1986,9/10/1986,Active,2018
801289,Child Care Center,KinderCare Learning Center,Hennepin,93,"Infant, Toddler, Preschool, School Age",1/1/1987,1/1/1987,Active,2018
801291,Child Care Center,Kinderhaus Montessori School,Ramsey,20,"Preschool, School Age",12/3/1981,12/3/1981,Active,2018
801297,Child Care Center,King of Grace Preschool,Hennepin,36,"Preschool, ",9/1/1980,9/1/1980,Active,2018
801299,Child Care Center,Kings Kids,St. Louis,40,"Preschool, ",9/15/1989,9/15/1989,Active,2018
801301,Child Care Center,King's Kids,Ramsey,20,"Preschool, ",12/13/1972,12/13/1972,Active,2018
801305,Child Care Center,Koenen's Country Preschool,Douglas,10,"Preschool, ",9/1/1977,9/1/1977,Active,2018
801317,Child Care Center,"La Creche Early Childhood Centers, Inc.",Hennepin,82,"Infant, Preschool, School Age",9/1/1989,9/1/1989,Active,2018
801327,Child Care Center,Ladybug Child Care Centers Inc,Carver,153,"Infant, Toddler, Preschool, School Age",3/30/1981,3/30/1981,Active,2018
801330,Child Care Center,Lake Harriet Christian Child Care Center,Hennepin,69,"Infant, Toddler, Preschool, School Age",8/29/1983,8/29/1983,Active,2018
801331,Child Care Center,Lake Harriet United Methodist Preschool,Hennepin,50,"Preschool, ",9/1/1953,9/1/1953,Active,2018
801332,Child Care Center,Lake Harriet Montessori School,Hennepin,40,"Preschool, School Age",9/1/1984,9/1/1984,Active,2018
801342,Child Care Center,Lakes Head Start,Washington,20,"Preschool, ",10/5/1984,10/5/1984,Active,2018
801347,Child Care Center,Koala Bear Child Care,Hennepin,61,"Infant, Toddler, Preschool, ",11/19/1988,11/19/1988,Active,2018
801349,Child Care Center,Lakeside Presbyterian Nursery School,St. Louis,40,"Preschool, ",12/1/1965,12/1/1965,Active,2018
801352,Child Care Center,Lakeview Christian Academy Preschool,St. Louis,20,"Preschool, ",10/13/1989,10/13/1989,Active,2018
801356,Child Care Center,Lanesboro Child Care Center,Fillmore,141,"Infant, Toddler, Preschool, School Age",9/2/1988,9/2/1988,Active,2018
801367,Child Care Center,"Learn And Grow Child Care Center, Inc.",Anoka,74,"Infant, Toddler, Preschool, School Age",4/1/1981,4/1/1981,Active,2018
801369,Child Care Center,Learning Ladder Preschool,Otter Tail,30,"Preschool, School Age",9/1/1986,9/1/1986,Active,2018
801373,Child Care Center,Learning Tree Preschool,Crow Wing,30,"Preschool, ",3/13/1972,8/9/2018,Closed,2018
801390,Child Care Center,Little Beginnings,St. Louis,25,"Toddler, Preschool, School Age",5/15/1990,5/15/1990,Active,2018
801394,Child Care Center,Little Eskomo Lutheran Preschool,Carlton,20,"Preschool, ",10/21/1974,10/21/1974,Active,2018
801395,Child Care Center,Little Falls Head Start,Morrison,58,"Infant, Toddler, Preschool, ",12/1/1971,12/1/1971,Active,2018
801396,Child Care Center,Little Flowers Montessori,Hennepin,52,"Toddler, Preschool, School Age",9/4/1990,9/4/1990,Active,2018
801400,Child Care Center,Little Lambs Day Care Center,Faribault,41,"Infant, Toddler, Preschool, School Age",9/1/1986,9/1/1986,Active,2018
801401,Child Care Center,Little Lambs Preschool,Nicollet,10,"Preschool, School Age",9/1/1980,9/1/1980,Active,2018
801402,Child Care Center,Little Lambs Christian Center,McLeod,67,"Infant, Toddler, Preschool, School Age",11/1/1983,11/1/1983,Active,2018
801425,Child Care Center,Little Voyageurs Montessori School Inc,Anoka,50,"Preschool, School Age",9/6/1985,7/22/2006,Active,2018
801460,Child Care Center,Macalester Plymouth Preschool,Ramsey,52,"Preschool, ",10/1/1966,10/1/1966,Active,2018
