school_district,school_name,K_enroll,DTAP_pct_vac,DTAP_partial_nodoses,DTAP_pct_nonmedical,DTAP_pct_medical,POLIO_pct_vac,POLIO_partial_nodoses,POLIO_pct_nonmedical,POLIO_pct_medical,MMR_pct_vac,MMR_pct_nodoses,MMR_pct_nonmedical,MMR_pct_medical,HEPB_pct_vac,HEPB_pct_partial_nodoses,HEPB_pct_nonmedical,HEPB_pct_medical,VARICEL_pct_vac,VARICEL_partial_nodoses,VARICEL_pct_disease_history,VARICEL_pct_nonmedical,VARICEL_pct_medical,category
ANOKA-HENNEPIN,EPIPHANY EDUC CENTER,42,0.881,0,0.119,0,0.881,0,0.119,0,0.9000,0,0.0952,0,0.8095,0,0.1905,0,0.8571,0,0,0.1429,0,low(85-95)
SEBEKA,SEBEKA EL.,42,0.9048,0,0.0952,0,0.9048,0,0.0952,0,0.9000,0,0.0952,0,0.881,0.0238,0.0952,0,0.8095,0.0238,0.0476,0.119,0,low(85-95)
ST. MICHAEL-ALBERTVILLE,ST MICHAEL CATHOLIC SCHOOL,42,0.9286,0,0.0714,0,0.9048,0.0238,0.0714,0,0.9000,0,0.0952,0,0.8571,0.0238,0.119,0,0.881,0.0238,0,0.0714,0.0238,low(85-95)
NEW YORK MILLS,NEW YORK MILLS PUBLIC SCHOOLS,63,0.8889,0.0635,0.0476,0,0.8889,0.0635,0.0476,0,0.9000,0.0317,0.0635,0,0.9206,0.0317,0.0476,0,0.873,0.0476,0,0.0794,0,low(85-95)
STILLWATER,LAKE ELMO EL.,105,0.9238,0.019,0.0571,0,0.9048,0.0381,0.0571,0,0.9000,0.0381,0.0571,0,0.9333,0.019,0.0476,0,0.9143,0.019,0,0.0667,0,low(85-95)
ST. PAUL,SUNNY HOLLOW MONTESSORI,21,0.9048,0.0476,0.0476,0,0.9048,0,0.0952,0,0.9000,0.0476,0.0476,0,0.8571,0,0.1429,0,0.9524,0,0,0.0476,0,low(85-95)
EVELETH-GILBERT,FRANKLIN EL.,53,0.9245,0.0755,0,0,0.9245,0.0755,0,0,0.9100,0,0.0943,0,0.9623,0.0377,0,0,0.8868,0.0943,0,0.0189,0,low(85-95)
ACADEMIA CESAR CHAVEZ CHARTER SCH,ACADEMIA CESAR CHAVEZ CHARTER SCH,53,0.9245,0.0755,0,0,0.9434,0.0566,0,0,0.9100,0.0943,0,0,0.9057,0.0943,0,0,0.8868,0.1132,0,0,0,low(85-95)
MESABI EAST,MESABI EAST EL.,64,0.9063,0.0469,0.0313,0.0156,0.9063,0.0469,0.0313,0.0156,0.9100,0.0469,0.0313,0.0156,0.9531,0,0.0313,0.0156,0.9063,0.0469,0,0.0313,0.0156,low(85-95)
BUFFALO,HANOVER EL.,75,0.9067,0,0.0933,0,0.9067,0,0.0933,0,0.9100,0,0.0933,0,0.9067,0,0.0933,0,0.8933,0,0,0.0933,0.0133,low(85-95)
MINNEAPOLIS,WEBSTER,75,0.8933,0.0667,0.04,0,0.92,0.04,0.04,0,0.9100,0.0533,0.04,0,0.9467,0.0133,0.04,0,0.9067,0.0533,0,0.04,0,low(85-95)
BAGLEY,BAGLEY EL.,75,0.8933,0.08,0.0267,0,0.92,0.0533,0.0267,0,0.9100,0.0667,0.0267,0,0.96,0.0133,0.0267,0,0.9067,0.0667,0,0.0267,0,low(85-95)
PAYNESVILLE,PAYNESVILLE EL.,43,0.9302,0.0233,0.0465,0,0.9535,0,0.0465,0,0.9100,0.0465,0.0465,0,0.9535,0,0.0465,0,0.8837,0.0698,0,0.0465,0,low(85-95)
KIMBALL,KIMBALL EL.,43,0.907,0,0,0.093,0.907,0,0,0.093,0.9100,0,0,0.093,0.907,0,0,0.093,0.8837,0,0.0233,0,0.093,low(85-95)
MINNEAPOLIS,HOPE ACADEMY,43,0.9302,0.0698,0,0,0.8605,0.1395,0,0,0.9100,0.093,0,0,0.9302,0.0698,0,0,0.8372,0.1628,0,0,0,low(85-95)
BURNSVILLE,EDWARD NEILL EL.,65,0.9692,0,0.0308,0,0.9692,0,0.0308,0,0.9100,0.0154,0.0769,0,0.9692,0,0.0308,0,0.9385,0.0154,0.0154,0.0308,0,low(85-95)
WEST ST. PAUL-MENDOTA HTS.-EAGAN,MORELAND EL.,76,0.8816,0.0658,0.0395,0.0132,0.8816,0.0658,0.0395,0.0132,0.9100,0.0263,0.0132,0.0526,0.9342,0.0263,0.0395,0,0.8816,0.0526,0,0.0526,0.0132,low(85-95)
LITCHFIELD,ST PHILIP,11,0.9091,0,0.0909,0,0.9091,0,0.0909,0,0.9100,0,0.0909,0,0.9091,0,0.0909,0,0.9091,0,0,0.0909,0,low(85-95)
OSSEO,PIONEERS ACADEMY,11,0.9091,0,0.0909,0,0.9091,0,0.0909,0,0.9100,0,0.0909,0,1,0,0,0,0.8182,0.0909,0.0909,0,0,low(85-95)
ROSEVILLE,ST JEROME,11,0.9091,0,0.0909,0,0.9091,0,0.0909,0,0.9100,0,0.0909,0,0.9091,0,0.0909,0,0.9091,0,0,0.0909,0,low(85-95)
SLEEPY EYE,ST MARYS ELEMENTARY,22,0.9091,0,0.0909,0,0.9091,0,0.0909,0,0.9100,0,0.0909,0,0.9091,0,0.0909,0,0.9091,0,0,0.0909,0,low(85-95)
NERSTRAND CHARTER SCHOOL,NERSTRAND CHARTER SCHOOL,22,0.8636,0.0909,0.0455,0,0.8636,0.0909,0.0455,0,0.9100,0.0455,0.0455,0,0.8636,0.0455,0.0909,0,0.8636,0.0909,0,0.0455,0,low(85-95)
ROCORI,RICHMOND EL.,22,0.9091,0.0455,0.0455,0,0.9091,0,0.0909,0,0.9100,0.0455,0.0455,0,0.9091,0.0455,0.0455,0,0.9091,0.0455,0,0.0455,0,low(85-95)
RED LAKE FALLS,J.A. HUGHES EL.,33,0.9091,0.0303,0.0303,0.0303,0.9091,0.0303,0.0303,0.0303,0.9100,0.0303,0.0303,0.0303,0.9697,0,0.0303,0,0.9091,0.0303,0,0.0303,0.0303,low(85-95)
GOODHUE,ST JOHNS LUTHERAN-GOODHUE,11,0.8182,0.1818,0,0,0.9091,0.0909,0,0,0.9100,0.0909,0,0,0.9091,0,0.0909,0,0.9091,0.0909,0,0,0,low(85-95)
MANKATO,IMMANUEL LUTHERAN,11,0.9091,0.0909,0,0,0.9091,0.0909,0,0,0.9100,0.0909,0,0,1,0,0,0,0.9091,0.0909,0,0,0,low(85-95)
OWATONNA,OWATONNA CHRISTIAN,11,0.9091,0,0,0.0909,0.9091,0,0,0.0909,0.9100,0,0,0.0909,0.9091,0,0,0.0909,0.9091,0,0,0,0.0909,low(85-95)
ST. PAUL,ST. PETER CLAVER CATHOLIC,11,1,0,0,0,1,0,0,0,0.9100,0.0909,0,0,1,0,0,0,0.9091,0.0909,0,0,0,low(85-95)
COLLEGE PREP ELEMENTARY,COLLEGE PREP ELEMENTARY,44,0.9091,0.0909,0,0,0.9091,0.0909,0,0,0.9100,0.0909,0,0,0.9091,0.0909,0,0,0.9318,0.0682,0,0,0,low(85-95)
ST. CLOUD,LINCOLN EL.,66,0.8939,0.1061,0,0,0.9091,0.0909,0,0,0.9100,0.0909,0,0,0.9697,0.0303,0,0,0.9091,0.0909,0,0,0,low(85-95)
WACONIA,SOUTHVIEW EL.,111,0.9189,0,0.0811,0,0.9279,0,0.0721,0,0.9100,0,0.0901,0,0.9279,0,0.0721,0,0.8919,0,0.018,0.0811,0.009,low(85-95)
LAKEVILLE,LAKEVIEW EL.,89,0.9551,0,0.0225,0.0225,0.9438,0,0.0337,0.0225,0.9100,0,0.0562,0.0337,0.9326,0,0.0449,0.0225,0.9326,0,0.0337,0.0337,0,low(85-95)
ANOKA-HENNEPIN,CROOKED LAKE EL.,78,0.9231,0.0385,0.0385,0,0.9231,0.0385,0.0385,0,0.9100,0.0513,0.0385,0,0.9487,0.0128,0.0385,0,0.9103,0.0513,0,0.0385,0,low(85-95)
ST. CLOUD,KENNEDY EL.,78,0.8846,0.0128,0.0769,0.0256,0.8718,0.0256,0.0769,0.0256,0.9100,0.0256,0.0385,0.0256,0.9359,0.0256,0.0128,0.0256,0.9103,0.0256,0,0.0385,0.0256,low(85-95)
DASSEL-COKATO,DASSEL EL.,67,0.9254,0,0.0746,0,0.9254,0,0.0746,0,0.9100,0,0.0896,0,0.9254,0,0.0746,0,0.8358,0,0.0746,0.0896,0,low(85-95)
HOPKINS,ALICE SMITH EL.,67,0.9104,0.0149,0.0746,0,0.9254,0,0.0746,0,0.9100,0,0.0896,0,0.9851,0,0.0149,0,0.9254,0.0149,0,0.0597,0,low(85-95)
BURNSVILLE,RAHN EL.,45,0.9111,0.0222,0.0667,0,0.9111,0.0222,0.0667,0,0.9100,0.0222,0.0667,0,0.9111,0.0444,0.0444,0,0.8889,0.0444,0,0.0667,0,low(85-95)
ROUND LAKE-BREWSTER PUBLIC SCHOOLS,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,45,0.9111,0.0889,0,0,0.9111,0.0889,0,0,0.9100,0.0889,0,0,1,0,0,0,0.9111,0.0889,0,0,0,low(85-95)
TRACY AREA PUBLIC SCHOOLS,TRACY EL.,45,0.9333,0.0667,0,0,0.9333,0.0667,0,0,0.9100,0.0889,0,0,0.9778,0.0222,0,0,0.9111,0.0889,0,0,0,low(85-95)
DOVER-EYOTA,DOVER-EYOTA EL.,79,0.9114,0.0633,0.0253,0,0.9241,0.0506,0.0253,0,0.9100,0.0633,0.0253,0,0.962,0.0127,0.0253,0,0.8987,0.0633,0,0.038,0,low(85-95)
MOORHEAD,PARK CHRISTIAN,34,0.8824,0,0.1176,0,0.9118,0,0.0882,0,0.9100,0,0.0882,0,0.9412,0,0.0588,0,0.9118,0,0,0.0882,0,low(85-95)
ST. PAUL,RIVERVIEW,68,0.8529,0.1324,0.0147,0,0.8529,0.1471,0,0,0.9100,0.0882,0,0,0.9706,0.0294,0,0,0.8529,0.1176,0.0147,0.0147,0,low(85-95)
ROSEVILLE,BRIMHALL EL.,103,0.9417,0.0194,0.0388,0,0.9223,0.0291,0.0485,0,0.9100,0.0388,0.0485,0,0.9417,0.0291,0.0291,0,0.9126,0.0388,0.0097,0.0388,0,low(85-95)
BUFFALO,ST FRANCIS XAVIER,23,0.913,0,0.087,0,0.913,0,0.087,0,0.9100,0,0.087,0,0.913,0,0.087,0,0.913,0,0,0.087,0,low(85-95)
LONG PRAIRIE-GREY EAGLE,ST MARY OF MT CARMEL,23,0.9565,0,0.0435,0,0.9565,0,0.0435,0,0.9100,0,0.087,0,0.913,0,0.087,0,0.9565,0,0,0.0435,0,low(85-95)
WALKER-HACKENSACK-AKELEY,W.H.A. EL.,69,0.913,0.0145,0.0725,0,0.913,0.0145,0.0725,0,0.9100,0.0145,0.0725,0,0.942,0.0145,0.0435,0,0.913,0.0145,0,0.0725,0,low(85-95)
BLUFFVIEW MONTESSORI,BLUFFVIEW MONTESSORI,23,0.8261,0.087,0.087,0,0.8261,0.087,0.087,0,0.9100,0.0435,0.0435,0,0.913,0,0.087,0,0.8696,0.0435,0,0.087,0,low(85-95)
COOK COUNTY,SAWTOOTH MOUNTAIN ELEMENTARY,23,0.913,0.087,0,0,0.9565,0.0435,0,0,0.9100,0.087,0,0,0.913,0.0435,0.0435,0,0.8696,0.087,0,0.0435,0,low(85-95)
MINNETONKA,DEEPHAVEN EL.,104,0.8942,0.0288,0.0769,0,0.8942,0.0288,0.0769,0,0.9100,0.0288,0.0577,0,0.8942,0.0192,0.0865,0,0.875,0.0288,0.0096,0.0865,0,low(85-95)
ROSEMOUNT-APPLE VALLEY-EAGAN,SOUTHVIEW EL.,104,0.9519,0.0288,0.0192,0,0.9519,0.0288,0.0192,0,0.9100,0.0481,0.0385,0,0.9615,0.0192,0.0192,0,0.9423,0.0192,0.0192,0.0192,0,low(85-95)
FOREST LAKE,WYOMING EL.,81,0.9136,0,0.0864,0,0.9136,0,0.0864,0,0.9100,0,0.0864,0,0.9136,0,0.0864,0,0.9136,0,0,0.0864,0,low(85-95)
MOORHEAD,ST JOSEPH,35,0.9143,0,0.0857,0,0.9143,0,0.0857,0,0.9100,0,0.0857,0,0.9143,0,0.0857,0,0.9143,0,0,0.0857,0,low(85-95)
BENSON,NORTHSIDE EL.,70,0.9286,0.0429,0.0286,0,0.9429,0.0429,0.0143,0,0.9100,0.0571,0.0286,0,0.9857,0,0.0143,0,0.9143,0.0571,0,0.0286,0,low(85-95)
ALBERT LEA,HAWTHORNE EL.,70,0.9143,0.0857,0,0,0.9143,0.0857,0,0,0.9100,0.0714,0.0143,0,0.9714,0.0286,0,0,0.9143,0.0857,0,0,0,low(85-95)
MOORHEAD,S. G. REINERTSEN ELEMENTARY,129,0.9225,0.0543,0.0233,0,0.9225,0.0543,0.0233,0,0.9100,0.062,0.0233,0,0.9535,0.0233,0.0233,0,0.907,0.0698,0,0.0233,0,low(85-95)
MINNEAPOLIS,JEFFERSON EL.,47,0.8511,0.1489,0,0,0.9149,0.0851,0,0,0.9100,0.0851,0,0,0.9362,0.0638,0,0,0.8936,0.1064,0,0,0,low(85-95)
BLOOMINGTON,VALLEY VIEW ELEMENTARY,71,0.9155,0.0563,0.0282,0,0.9155,0.0563,0.0282,0,0.9200,0.0423,0.0423,0,0.9859,0,0.0141,0,0.9014,0.0704,0,0.0282,0,low(85-95)
ST. PAUL,ST. ANTHONY PARK,95,0.9158,0.0526,0.0316,0,0.9158,0.0632,0.0211,0,0.9200,0.0526,0.0316,0,0.9263,0.0421,0.0316,0,0.9053,0.0632,0,0.0316,0,low(85-95)
DULUTH,LAKEVIEW CHRISTIAN ACADEMY,12,0.8333,0.0833,0.0833,0,0.8333,0.0833,0.0833,0,0.9200,0,0.0833,0,0.75,0.0833,0.1667,0,0.9167,0,0,0.0833,0,low(85-95)
EAST GRAND FORKS,RIVERSIDE CHRISTIAN SCHOOL,12,0.9167,0,0.0833,0,0.9167,0,0.0833,0,0.9200,0,0.0833,0,0.8333,0.0833,0.0833,0,0.9167,0,0,0.0833,0,low(85-95)
FRASER ACADEMY,SPERO ACADEMY,12,0.9167,0,0.0833,0,1,0,0,0,0.9200,0,0.0833,0,0.9167,0.0833,0,0,0.8333,0.0833,0,0.0833,0,low(85-95)
ST. CLOUD,ST MARY HELP OF CHRISTIANS,12,0.9167,0,0.0833,0,0.9167,0,0.0833,0,0.9200,0,0.0833,0,1,0,0,0,0.9167,0,0,0.0833,0,low(85-95)
WESTONKA,OUR LADY OF THE LAKE,12,0.9167,0,0.0833,0,0.9167,0,0.0833,0,0.9200,0,0.0833,0,0.9167,0,0.0833,0,0.9167,0,0,0.0833,0,low(85-95)
OSAKIS,OSAKIS SEC.,48,0.9167,0,0.0833,0,0.9167,0,0.0833,0,0.9200,0,0.0833,0,0.8958,0,0.1042,0,0.875,0,0.0208,0.1042,0,low(85-95)
LAKE SUPERIOR,MINNEHAHA INTERMEDIATE EL.,60,0.95,0.0333,0.0167,0,0.95,0.0333,0.0167,0,0.9200,0.0167,0.05,0.0167,0.9667,0,0.0333,0,0.9167,0.0167,0,0.05,0.0167,low(85-95)
MAPLE LAKE,MAPLE LAKE EL.,48,0.9167,0.0625,0.0208,0,0.9167,0.0625,0.0208,0,0.9200,0.0625,0.0208,0,0.9167,0.0625,0.0208,0,0.9167,0.0625,0,0.0208,0,low(85-95)
TWIN CITIES GERMAN IMMERSION CHRTR,TWIN CITIES GERMAN IMMERSION CHRTR,72,0.9028,0.0833,0.0139,0,0.875,0.1111,0.0139,0,0.9200,0.0694,0.0139,0,0.9444,0.0417,0.0139,0,0.8611,0.125,0,0,0.0139,low(85-95)
MOUNDS VIEW,OAK HILL MONTESSORI,12,1,0,0,0,0.8333,0.1667,0,0,0.9200,0.0833,0,0,0.9167,0.0833,0,0,0.8333,0.1667,0,0,0,low(85-95)
ROCORI,SAINTS PETER & PAUL,12,0.9167,0.0833,0,0,0.9167,0.0833,0,0,0.9200,0.0833,0,0,0.9167,0.0833,0,0,0.9167,0.0833,0,0,0,low(85-95)
TECHNICAL ACADEMIES OF MINNESOTA,TEAM ACADEMY,12,1,0,0,0,1,0,0,0,0.9200,0.0833,0,0,1,0,0,0,0.9167,0.0833,0,0,0,low(85-95)
DULUTH,HOLY ROSARY,36,0.8611,0.0833,0,0.0556,0.8611,0.0833,0,0.0556,0.9200,0.0278,0,0.0556,0.9444,0.0556,0,0,0.8889,0.0556,0,0,0.0556,low(85-95)
PRAIRIE SEEDS ACADEMY,PRAIRIE SEEDS ACADEMY,60,1,0,0,0,0.8833,0.1167,0,0,0.9200,0.0833,0,0,0.9833,0.0167,0,0,0.9,0.1,0,0,0,low(85-95)
SOUTH WASHINGTON COUNTY,NUEVAS FRONTERAS SPANISH IMMERSION,73,0.9315,0,0.0685,0,0.9315,0,0.0685,0,0.9200,0,0.0685,0.0137,0.9452,0,0.0548,0,0.9178,0,0,0.0685,0.0137,low(85-95)
LONG PRAIRIE-GREY EAGLE,LONG PRAIRIE EL.,73,0.9315,0,0.0685,0,0.9315,0,0.0685,0,0.9200,0.0274,0.0548,0,0.9452,0.0137,0.0411,0,0.8767,0.0274,0.0137,0.0822,0,low(85-95)
ANOKA-HENNEPIN,EVERGREEN PARK EL.,73,0.9178,0.0822,0,0,0.9452,0.0548,0,0,0.9200,0.0822,0,0,0.9452,0.0548,0,0,0.9315,0.0685,0,0,0,low(85-95)
MINNETONKA,SCENIC HEIGHTS EL.,122,0.918,0.041,0.0328,0.0082,0.9016,0.041,0.041,0.0164,0.9200,0.0328,0.0328,0.0164,0.9262,0.0164,0.0492,0.0082,0.8689,0.0492,0.0082,0.041,0.0328,low(85-95)
ST. PAUL,ADAMS,110,0.9182,0.0455,0.0364,0,0.9182,0.0455,0.0364,0,0.9200,0.0364,0.0455,0,0.9727,0.0182,0.0091,0,0.9273,0.0273,0,0.0455,0,low(85-95)
HOLDINGFORD,HOLDINGFORD EL.,74,0.9054,0.0135,0.0811,0,0.9054,0.0135,0.0811,0,0.9200,0.0135,0.0676,0,0.9324,0.0135,0.0541,0,0.9054,0.0135,0,0.0811,0,low(85-95)
EAST CENTRAL,EAST CENTRAL EL.,37,0.9189,0.0811,0,0,0.9459,0.0541,0,0,0.9200,0.0811,0,0,0.973,0.027,0,0,0.8919,0.0811,0.027,0,0,low(85-95)
HIAWATHA LEADERSHIP ACADEMY,HIAWATHA LEADERSHIP ACADEMY-NORTHROP,74,0.9189,0.0811,0,0,0.9054,0.0946,0,0,0.9200,0.0811,0,0,0.9459,0.0541,0,0,0.8919,0.1081,0,0,0,low(85-95)
MANKATO,KENNEDY EL.,62,0.9355,0.0161,0.0484,0,0.9194,0.0161,0.0645,0,0.9200,0.0161,0.0645,0,0.9355,0.0323,0.0161,0.0161,0.9194,0.0161,0,0.0645,0,low(85-95)
OWATONNA,MCKINLEY EL.,87,0.931,0.0345,0.0345,0,0.931,0.023,0.046,0,0.9200,0.023,0.0575,0,0.954,0.0115,0.0345,0,0.9195,0.0345,0,0.046,0,low(85-95)
PEQUOT LAKES,PEQUOT LAKES EL.,112,0.9464,0.0089,0.0446,0,0.9375,0.0179,0.0446,0,0.9200,0.0357,0.0446,0,0.9554,0,0.0446,0,0.9375,0.0179,0,0.0446,0,low(85-95)
FRAZEE-VERGAS,FRAZEE EL.,50,0.94,0,0.06,0,0.94,0,0.06,0,0.9200,0,0.08,0,1,0,0,0,0.94,0,0,0.06,0,low(85-95)
DAVINCI ACADEMY,DAVINCI ACADEMY,100,0.93,0.01,0.06,0,0.93,0.01,0.06,0,0.9200,0.02,0.05,0.01,0.94,0,0.06,0,0.91,0,0,0.08,0.01,low(85-95)
FERTILE-BELTRAMI,FERTILE-BELTRAMI EL.,25,0.92,0.04,0.04,0,0.92,0.04,0.04,0,0.9200,0.04,0.04,0,1,0,0,0,0.92,0.04,0,0.04,0,low(85-95)
TRI-CITY UNITED SCHOOL DISTRICT,LECENTER K-8,50,0.96,0.04,0,0,0.96,0.04,0,0,0.9200,0.04,0.02,0.02,0.96,0.02,0.02,0,0.92,0.04,0,0.02,0.02,low(85-95)
ST. PAUL,HORACE MANN,75,0.9333,0.0533,0,0.0133,0.9333,0.0533,0.0133,0,0.9200,0.08,0,0,0.9467,0.0267,0.0267,0,0.92,0.0667,0,0.0133,0,low(85-95)
ST. LOUIS COUNTY,CHERRY EL.,38,0.9211,0,0.0789,0,0.9211,0,0.0789,0,0.9200,0,0.0789,0,0.9211,0,0.0789,0,0.8947,0,0,0.1053,0,low(85-95)
CARLTON,SOUTH TERRACE EL.,38,0.8947,0.0263,0.0526,0.0263,0.8947,0.0263,0.0526,0.0263,0.9200,0,0.0526,0.0263,0.9474,0,0.0263,0.0263,0.9211,0,0,0.0526,0.0263,low(85-95)
STILLWATER,RUTHERFORD EL.,76,0.9079,0.0395,0.0526,0,0.9211,0.0263,0.0526,0,0.9200,0.0263,0.0526,0,0.9342,0.0132,0.0526,0,0.9211,0.0263,0,0.0526,0,low(85-95)
PRIOR LAKE-SAVAGE AREA SCHOOLS,REDTAIL RIDGE ELEMENATARY,127,0.9213,0.0079,0.0709,0,0.9213,0.0157,0.063,0,0.9200,0.0157,0.063,0,0.9449,0,0.0551,0,0.9134,0.0157,0,0.0709,0,low(85-95)
VIRGINIA,PARKVIEW EL,128,0.9219,0.0313,0.0469,0,0.9219,0.0234,0.0547,0,0.9200,0.0313,0.0469,0,0.9453,0.0156,0.0391,0,0.9141,0.0313,0,0.0547,0,low(85-95)
ELK RIVER,OTSEGO EL.,90,0.9111,0,0.0889,0,0.9222,0,0.0778,0,0.9200,0,0.0778,0,0.9444,0.0111,0.0444,0,0.9,0.0111,0,0.0889,0,low(85-95)
FARMINGTON,FARMINGTON EL.,90,0.9222,0.0222,0.0556,0,0.9333,0.0111,0.0556,0,0.9200,0.0333,0.0444,0,0.9444,0.0111,0.0444,0,0.9111,0.0333,0,0.0556,0,low(85-95)
CAMBRIDGE-ISANTI,CAMBRIDGE PRIMARY SCHOOL,168,0.8929,0.0595,0.0476,0,0.9048,0.0476,0.0476,0,0.9200,0.0357,0.0417,0,0.9345,0.0238,0.0417,0,0.8988,0.0476,0,0.0536,0,low(85-95)
HIBBING,ASSUMPTION,13,0.8462,0.0769,0.0769,0,0.8462,0.0769,0.0769,0,0.9200,0,0.0769,0,0.9231,0,0,0.0769,0.9231,0,0,0.0769,0,low(85-95)
MARSHALL,TRUE LIGHT CHRISTIAN SCHOOL,13,0.8462,0.0769,0.0769,0,0.9231,0,0.0769,0,0.9200,0,0.0769,0,0.8462,0.0769,0.0769,0,0.9231,0,0,0.0769,0,low(85-95)
LAKEVILLE,OAK HILLS ELEMENTARY,91,0.9341,0,0.0659,0,0.9231,0.011,0.0659,0,0.9200,0.011,0.0659,0,0.9341,0,0.0659,0,0.9231,0.011,0,0.0659,0,low(85-95)
ST. PAUL,RANDOLPH HEIGHTS,78,0.9103,0.0385,0.0513,0,0.9231,0.0256,0.0513,0,0.9200,0.0128,0.0641,0,0.9615,0.0128,0.0256,0,0.9487,0,0,0.0513,0,low(85-95)
MOORHEAD,DOROTHY DODDS ELEMENTARY SCHOOL,143,0.9301,0.0629,0.007,0,0.9231,0.0699,0.007,0,0.9200,0.0699,0.007,0,0.9301,0.0629,0.007,0,0.9161,0.0769,0,0.007,0,low(85-95)
MINNEAPOLIS,OUR LADY OF PEACE,13,1,0,0,0,0.9231,0.0769,0,0,0.9200,0.0769,0,0,0.9231,0.0769,0,0,1,0,0,0,0,low(85-95)
MINNEAPOLIS,ST. HELENA,13,0.9231,0.0769,0,0,0.9231,0.0769,0,0,0.9200,0.0769,0,0,1,0,0,0,0.9231,0.0769,0,0,0,low(85-95)
ROSEVILLE,KING OF KINGS LUTHERAN,13,0.9231,0.0769,0,0,0.8462,0.1538,0,0,0.9200,0.0769,0,0,0.8462,0.1538,0,0,0.9231,0.0769,0,0,0,low(85-95)
STAPLES-MOTLEY,SACRED HEART,13,0.9231,0.0769,0,0,0.9231,0.0769,0,0,0.9200,0.0769,0,0,1,0,0,0,0.8462,0.1538,0,0,0,low(85-95)
WINONA AREA PUBLIC SCHOOLS,ROLLINGSTONE COMMUNITY EL.,13,0.8462,0.1538,0,0,0.9231,0.0769,0,0,0.9200,0.0769,0,0,0.9231,0.0769,0,0,0.9231,0.0769,0,0,0,low(85-95)
ST. CLOUD,ALL SAINTS ACADEMY - ST CLOUD CAMPUS,26,0.9231,0.0769,0,0,0.9231,0.0769,0,0,0.9200,0.0769,0,0,0.9231,0.0769,0,0,0.9231,0.0769,0,0,0,low(85-95)
WILLOW RIVER,WILLOW RIVER EL.,26,0.8846,0.1154,0,0,0.9615,0.0385,0,0,0.9200,0.0769,0,0,1,0,0,0,0.9231,0.0769,0,0,0,low(85-95)
MINNEAPOLIS,BANCROFT EL.,92,0.9348,0.0543,0.0109,0,0.9239,0.0652,0.0109,0,0.9200,0.0652,0.0109,0,0.9565,0.0326,0.0109,0,0.9348,0.0435,0,0.0217,0,low(85-95)
BRAINERD,LOWELL EL.,66,0.9242,0.0303,0.0455,0,0.9394,0.0152,0.0455,0,0.9200,0.0303,0.0455,0,0.9848,0,0.0152,0,0.8939,0.0303,0,0.0606,0.0152,low(85-95)
GLOBAL ACADEMY,GLOBAL ACADEMY,53,0.9434,0.0566,0,0,0.9434,0.0566,0,0,0.9200,0.0755,0,0,1,0,0,0,0.9245,0.0755,0,0,0,low(85-95)
EDINA,COUNTRYSIDE EL.,80,0.95,0,0.0375,0.0125,0.925,0.0125,0.05,0.0125,0.9300,0.0125,0.05,0.0125,1,0,0,0,0.9125,0.0125,0.0125,0.05,0.0125,low(85-95)
PIERZ,PIONEER EL.,67,0.9104,0.0448,0.0448,0,0.9104,0.0448,0.0448,0,0.9300,0.0299,0.0448,0,0.9403,0.0299,0.0299,0,0.9104,0.0448,0,0.0448,0,low(85-95)
Statewide,Statewide,"67,372",0.9277,0.0407,0.0305,0.001,0.9298,0.0382,0.0309,0.001,0.9300,0.0406,0.0325,0.0016,0.9497,0.0218,0.0277,0.0008,0.9189,0.0425,0.0033,0.0334,0.0019,low(85-95)
ELK RIVER,ZIMMERMAN EL.,188,0.9415,0.0053,0.0479,0.0053,0.9415,0.0053,0.0479,0.0053,0.9300,0.0053,0.0691,0,0.9734,0,0.0213,0.0053,0.9255,0,0.0053,0.0691,0,low(85-95)
FERGUS FALLS,MCKINLEY EL.,202,0.9257,0.0099,0.0594,0.005,0.9257,0.0149,0.0545,0.005,0.9300,0.0149,0.0594,0,0.9257,0,0.0693,0.005,0.9109,0.0198,0,0.0693,0,low(85-95)
SAUK CENTRE,SAUK CENTRE EL.,81,0.9383,0.0247,0.037,0,0.9383,0.0247,0.037,0,0.9300,0.0247,0.0494,0,0.963,0,0.037,0,0.9136,0.037,0.037,0.0123,0,low(85-95)
AUSTIN,PACELLI CATHOLIC  SCHOOLS,27,0.963,0,0.037,0,0.963,0,0.037,0,0.9300,0.037,0.037,0,0.963,0,0.037,0,0.963,0,0,0.037,0,low(85-95)
SPRING LAKE PARK,WOODCREST EL.,108,0.9444,0,0.0556,0,0.9444,0,0.037,0.0185,0.9300,0,0.037,0.037,0.963,0,0.037,0,0.9259,0,0,0.0463,0.0278,low(85-95)
CROSBY-IRONTON,CUYUNA RANGE EL.,68,0.9118,0.0147,0.0735,0,0.9265,0,0.0735,0,0.9300,0,0.0735,0,0.9412,0.0441,0.0147,0,0.9118,0.0147,0,0.0735,0,low(85-95)
DELANO,DELANO EL.,150,0.9267,0.02,0.0533,0,0.9267,0.02,0.0533,0,0.9300,0.02,0.0533,0,0.9267,0.02,0.0533,0,0.9,0.02,0.0267,0.0533,0,low(85-95)
